client_id	path	sentence	age	gender	accents	duration
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_006.flac	WELL UM THE SALT IT DISSOLVES INTO THE WATER AND IT'S IN THE WATER NOW AND THE SAND MIXED AND IT'S ON THE BOTTOM BECAUSE IT WENT DOWN TO THE BOTTOM	child	not_given	not_given	12.8914375
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_008.flac	IT DISSOLVE IT DISSOLVED I DON'T REALLY KNOW WHY THAT'S IMPORTANT	child	not_given	not_given	17.3585625
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_009.flac	UM I THINK IT'S LIKE THE SOLUTION	child	not_given	not_given	5.5908125
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_010.flac	THE SOLUTION	child	not_given	not_given	1.7879375
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_012.flac	UH MAYBE ITS ROLE IS TO DISSOLVE INTO SO IT MAKES A SOLUTION	child	not_given	not_given	5.3613125
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_013.flac	THE SOLVENT	child	not_given	not_given	1.6875
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_014.flac	THAT WHEN THEY MIXED THEM ALL TOGETHER THAT UM THE WEIGHTS ADDED UP INTO THE FINAL WEIGHT WHICH IS THE WEIGHT THAT IS MIXED IN PLUS LIKE THE TWENTY TWENTY WHICH IS FORTY AND THEN THE TEN WHICH IS FIFTY AND NOW IT EQUALS THE FIFTY OF THE MIXTURE	child	not_given	not_given	16.715
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_015.flac	I NOTICE THAT WITHOUT ANY SALT IN IT THAT THE WATER IS UM IT'S FIFTY AND THEN THE SALT WEIGHS FIFTEEN AND WHEN YOU MIX THEM IT ADDS THE WEIGHT OF THE SALT TO THE WATER	child	not_given	not_given	16.0186875
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_016.flac	THAT THE THING YOU MIX DOESN'T ALWAYS DISAPPEAR AND NEVER COMES BACK IT'S STILL IN THERE BUT IT YOU CAN JUST CAN'T SEE BUT IT'S ADDING WEIGHT TO THE CUP	child	not_given	not_given	11.4725
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_017.flac	TELLS YOU THAT WHEN YOU MIX STUFF IT'S	child	not_given	not_given	4.4149375
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_018.flac	WELL IT'S THE SAME BUT WHEN YOU ADD IT IT CHANGES WITH ALL THE PLUSSED WEIGHT AND STUFF LIKE THAT	child	not_given	not_given	9.4685
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_019.flac	IT'S GROWING BIGGER AND	child	not_given	not_given	1.6513125
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_022.flac	I NOTICE THAT IT'S STILL GAINING POUNDS WHEN YOU PUT IN THE	child	not_given	not_given	4.4205
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_024.flac	WELL UM SINCE IT'S IN THE WATER WHAT YOU DO WITH SOME OF THEM YOU COULD PROBABLY GO AWAY YOU COULD PROBABLY UM GET THEM EVAPORATED AND I DIDN'T MEAN TO SAY GO AWAY	child	not_given	not_given	14.38575
12011c	myst_012011_2013-11-14_09-13-54_MX_1.2_026.flac	I THINK IT'S A MIXTURE BECAUSE THE SOLUTIONS WOULD UM GO INTO THE WATER AND UM IT WOULD SINK RIGHT THROUGH IT BECAUSE THE PARTICLES ARE LIKE IN THE WATER UNLIKE IF IT WAS A MIXTURE WHICH I THINK IT IS THE PARTICLES STAY DOWN MORE HEAVY AND DIDN'T GO	child	not_given	not_given	18.2618125
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_001.flac	GOOD	child	not_given	not_given	0.84375
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_002.flac	ABOUT SALT	child	not_given	not_given	1.77825
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_003.flac	ONE OF THE DRINKS IS MORE CONCENTRATED BECAUSE IT HAS TWO SPOONS RATHER THAN ONE IT'S MORE CONCENTRATED AND YOU CAN TELL BECAUSE THE THE ONE THAT'S MORE CONCENTRATED HAS A DARKER COLOR AND MOST LIKELY IT HAS A STRONGER	child	not_given	not_given	16.9855625
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_004.flac	A	child	not_given	not_given	1.28125
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_005.flac	THE SOLVENT	child	not_given	not_given	5.2106875
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_006.flac	THE SOLVENT	child	not_given	not_given	1.421875
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_007.flac	IF THEY HAVE THE SAME AMOUNT OF WATER THAN THE ONE THAT HAS THE MORE SOLUTE IT WOULD BE MORE CONCENTRATED THERE'LL BE A DARKER COLOR IT WILL WEIGH MORE AND MOST LIKELY TASTES STRONGER	child	not_given	not_given	14.211375
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_008.flac	THE DARKER ONE HAS MORE POWDER THAN THAN THE LIGHTER ONE IT IS MORE	child	not_given	not_given	5.8345
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_009.flac	THAT THE THE MORE POWDER THERE IS THE DARKER IT'S GONNA BE	child	not_given	not_given	11.2885
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_010.flac	THEY'RE CONCENTRATED AND HAVE MORE POWDER	child	not_given	not_given	3.6005625
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_011.flac	THEY HAVE MORE POWDER	child	not_given	not_given	3.550375
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_012.flac	THEY ARE MORE DILUTED	child	not_given	not_given	2.4269375
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_013.flac	LESS POWDER	child	not_given	not_given	2.3260625
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_014.flac	UM PLEASE REPEAT	child	not_given	not_given	4.04575
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_015.flac	STRONG VERY VERY STRONG	child	not_given	not_given	4.891625
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_016.flac	IT WOULD TASTE STRONGER THAN THE ONE WITH LESS POWDER	child	not_given	not_given	5.477875
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_017.flac	THE DILUTED ONE WOULD TASTE SWEETER THE DILUTED ONE WOULD TASTE SWEETER OR STRONGER DEPENDING ON WHAT YOU PUT IN IT DEPENDING ON THE AMOUNT THAT YOU PUT IN IT BY THE WAY THOSE UH LABELS ARE BACKWARDS	child	not_given	not_given	31.855875
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_018.flac	IT WOULD BE LESS STRONG THAN A DRINK WITH MORE COOL AID POWDER IN IT	child	not_given	not_given	5.19825
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_019.flac	BY ADDING MORE WATER	child	not_given	not_given	2.407875
12012c	myst_012012_2013-12-04_10-52-08_MX_2.1_020.flac	WITH THE WATER THE LESS WATER THE MORE CONCENTRATED IT WILL BE THE MORE POWDER THE MORE WATER THE LESS CONCENTRATED IT WILL	child	not_given	not_given	12.3994375
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_001.flac	THANK YOU	child	not_given	not_given	1.84375
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_002.flac	WE HAVE BEEN DOING MIXTURES AND SOLUTIONS AND LOTS OF OTHER FUN STUFF	child	not_given	not_given	8.6365625
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_003.flac	A MIXTURE	child	not_given	not_given	1.453125
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_004.flac	THE WATER PLUS THE SAND EQUALS BROWNER WATER	child	not_given	not_given	11.141
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_005.flac	THE SALT DISSOLVES AND THE SAND DOESN'T	child	not_given	not_given	5.5648125
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_006.flac	A SOLUTION	child	not_given	not_given	1.5235625
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_007.flac	SALT DISSOLVES AND IT'S IMPORTANT BECAUSE SOME MATERIALS DISSOLVE SOME DON'T	child	not_given	not_given	9.6723125
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_008.flac	THE INDEPENDENT VARIABLE	child	not_given	not_given	2.6401875
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_009.flac	THE SOLUTION	child	not_given	not_given	1.47075
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_010.flac	THE WATER IS PLAYING THE PART OF THE SOLVENT	child	not_given	not_given	4.11725
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_011.flac	THE SOLUTE IS THE SALT AND THE SALT WILL DISSOLVE IN THE WATER	child	not_given	not_given	7.8114375
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_012.flac	THE WATER IS THE SOLVENT IT DISSOLVES THE SALT WHEN THE SALT IS PUT INTO THE	child	not_given	not_given	10.558875
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_013.flac	THE SOLVENT	child	not_given	not_given	1.25
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_014.flac	I NOTICE THAT THE TEN PLUS THOSE TWENTIES EQUALS FIFTY AND THAT'S TRUE SO THE M AND M'S PLUS THE RAISINS AND THE PEANUTS WHICH IS TEN GRAMS OF M AND M'S TWENTY GRAMS OF RAISINS AND TWENTY GRAMS OF PEANUTS WILL EQUAL FIFTY GRAMS OF EVERYTHING ALL TOGETHER	child	not_given	not_given	25.53575
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_015.flac	THERE'S FIFTY GRAMS OF WATER AND FIFTEEN GRAMS OF SALT IF YOU ADD THEM TOGETHER YOU GET SIXTY FIVE GRAMS OF SALT WATER	child	not_given	not_given	13.701875
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_016.flac	IT TELLS YOU THAT IF SOMETHING WEIGHS ONE WEIGHT AND ANOTHER THING WEIGHS ANOTHER WEIGHT IF YOU ADD THEM UP YOU KNOW WHICH WEIGHT YOU'LL GET IN THE SOLUTION	child	not_given	not_given	17.6781875
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_017.flac	PLEASE REPEAT THAT AGAIN	child	not_given	not_given	2.4543125
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_018.flac	WHEN THE FINAL PART OF THE PROJECT WEIGHS JUST AS MUCH AS THE PARTS THAT ARE PUT IN THAT MEAN THAT'S YOU KNOW THAT SOME OF THOSE SOME OF THE PRODUCTS WEIGH TEN GRAMS SOME WEIGH TWENTY YOU'RE GONNA GET THIRTY NO MATTER	child	not_given	not_given	34.645125
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_019.flac	THE MASS IS ADDING UP ALL OF THE THE MASS IS ALL OF THE PARTS PUT TOGETHER	child	not_given	not_given	15.810875
12015c	myst_012015_2013-11-14_08-51-25_MX_1.2_020.flac	I SAW THAT THE PERSON WAS WEIGHING THE WATER AND GETTING UP TO FIFTY GRAMS THEN WEIGHING UP THE SALT AND GETTING FIFTEEN GRAMS AND THEN ADDING THEM BOTH TOGETHER AND GETTING SIXTY FIVE GRAMS	child	not_given	not_given	19.2999375
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_001.flac	GOOD	child	not_given	not_given	0.75
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_002.flac	MIXTURES AND SOLUTION	child	not_given	not_given	2.0884375
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_003.flac	SOLUTIONS IS JUST WATER	child	not_given	not_given	2.5831875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_004.flac	THE FIRST CUP GOT POURED IN TWO SPOONFULS OF GRAPE TEST STICK INTO ONE OF THE CUP AND THE OTHER CUP ONLY GOT ONE SPOONFUL OF GRAPE TEST STICK IN IT	child	not_given	not_given	15.0075
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_005.flac	A	child	not_given	not_given	0.6875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_006.flac	A DILUTE	child	not_given	not_given	0.955125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_007.flac	A SOLUTE	child	not_given	not_given	1.7845
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_008.flac	BECAUSE IT'S DARKER AND IF IT DOESN'T HAVE THAT MUCH SOLUTE IT'S LIGHTER	child	not_given	not_given	7.0543125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_009.flac	THE SOLUTION ONE HAS MORE PARTICLES THAN THE SOLUTION TWO PURPLE PARTICLES THE	child	not_given	not_given	11.61275
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_010.flac	THIS UH SOLUTION ONE HAS FIVE SPOONFULS OF POWDER SOLUTION TWO HAS TWO SPOONFULS OF POWDER	child	not_given	not_given	12.4958125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_011.flac	I DON'T KNOW	child	not_given	not_given	0.875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_012.flac	BE A DARKER COLOR NOT LIGHTER COLOR	child	not_given	not_given	3.5323125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_013.flac	IT WEIGHS MORE AND IT HAS A DARKER COLOR	child	not_given	not_given	4.729875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_015.flac	I DON'T KNOW	child	not_given	not_given	10.03125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_016.flac	WHAT	child	not_given	not_given	0.7665625
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_017.flac	THE DARKER SOLUTIONS ARE MORE CONCENTRATED THAN THE DILUTED SOLUTION	child	not_given	not_given	8.1850625
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_018.flac	IT LOOK DILUTED	child	not_given	not_given	2.72125
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_019.flac	IT WEIGHS LESS THAN UH A MORE POWDERED A MORE POWER	child	not_given	not_given	9.0861875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_022.flac	THE THE UM LESS COOL AID POWDER TASTE LIKE WATER AND THE COOL AID POWDER TASTE LIKE SWEETER	child	not_given	not_given	12.7996875
12016c	myst_012016_2013-12-03_10-39-57_MX_2.1_023.flac	UH I'M	child	not_given	not_given	1.09375
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_001.flac	GOOD	child	not_given	not_given	0.78125
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_002.flac	WE WERE LEARNING ABOUT HOW TO FIGURE OUT WHICH SOLUTIONS ARE MORE CONCENTRATED THAN OTHER THEN HOW WE CAN FIGURE OUT WHICH SOLUTIONS ARE MORE CONCENTRATED THAN OTHER	child	not_given	not_given	9.2243125
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_003.flac	UM UH WELL LITTLE SPOONS ARE DUMPING GRAPE POWDER WHERE JUICE AND	child	not_given	not_given	10.4954375
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_004.flac	THE SOLUTION	child	not_given	not_given	1.29675
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_005.flac	ISN'T IT A SOLUTE QUESTION	child	not_given	not_given	2.4166875
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_007.flac	THE ONE ON THE UM THE ONE ON THE LEFT IS DARKER HAS A DARKER PURPLE COLOR THAN THE ONE ON THE RIGHT	child	not_given	not_given	7.6790625
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_008.flac	APPARENTLY THE CUP ON THE LEFT HAS MORE POWDER SO BECAUSE AND UM THE ONE ON THE RIGHT HAS LESS POWDER ALL	child	not_given	not_given	13.608375
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_009.flac	SOMETIMES UM YOU CAN GET A SCALE AND WEIGH THE SOLUTION	child	not_given	not_given	7.020625
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_010.flac	WE USED THE SCALE AND WEIGHED UM AND WEIGHED THE SOLUTIONS AND THE ONE THAT WEIGHED MORE WAS MORE CONCENTRATED BECAUSE IT HAS MORE OF THE SOLUTE SOLUTE AND	child	not_given	not_given	14.068875
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_011.flac	THE COLOR MIGHT BE A BIT DARKER AND IF YOU TASTE IT IT'S GONNA TASTE DIFFERENT	child	not_given	not_given	6.9623125
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_012.flac	THE DARKER COLOR SOLUTIONS HAS MORE OF THE SOLUTE	child	not_given	not_given	3.405125
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_013.flac	THE UM THE CUPS OF DARKER COLOR MIXTURES HAS MORE OF THE SOLUTE THAN THE CUPS WITH THE LIGHTER COLOR	child	not_given	not_given	8.7769375
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_015.flac	UM BECAUSE THE LIGHTER COLOR THE LIGHTER COLOR MIXTURES HAS LESS OF THE SOLUTE SO IT'S A BIT MORE DILUTE	child	not_given	not_given	8.8340625
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_016.flac	THE CUP TO THE RIGHT HAS FIFTY MILLILITERS OF WATER AND ONE SPOONFUL OF DRINK MIX AND THE OTHER OR THE OTHER MIXTURE HAS FIFTY MILLILITERS OF WATER AND FIVE SPOONS FIVE SPOONFULS OF DRINK MIX	child	not_given	not_given	13.23025
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_017.flac	WELL UM THE MORE CONCENTRATED ONE HE WILL HAVE A STRONGER TASTE THAN THE OTHER ONE	child	not_given	not_given	19.956625
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_018.flac	IT WON'T TASTE AS STRONG AS THE ONE WITH MORE WITH UM IT WON'T TASTE AS STRONG AS THE ONE WITH AS THE MIXTURE WITH MORE THE MORE CONCENTRATED	child	not_given	not_given	14.04375
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_019.flac	THE DRINK WITH MORE COOL AID WILL HAVE MORE OF A STRONGER OR SWEETER TASTE THAN THE ONE WITH LESS COOL	child	not_given	not_given	8.6786875
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_020.flac	YOU CAN ADD MORE UM YOU CAN ADD MORE SOLUTE SOLUTE OR OR SOMETHING LIKE	child	not_given	not_given	9.007
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_021.flac	WE CAN WE CAN TAKE WATER UP	child	not_given	not_given	3.2305625
12018c	myst_012018_2013-12-03_09-57-51_MX_2.1_022.flac	YOU CAN TAKE UP SOME	child	not_given	not_given	1.72425
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_001.flac	GOOD	child	not_given	not_given	4.625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_002.flac	SOMETHING	child	not_given	not_given	1.635125
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_003.flac	NO IDEA	child	not_given	not_given	1.0625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_004.flac	THE CITRIC ACID CITRIC ACID AND EPSOM SALT ARE BEING MIXED INTO THE WATER	child	not_given	not_given	9.1078125
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_007.flac	CAUSE THEY'RE A DIFFERENT KIND OF SOLUTION	child	not_given	not_given	2.9705625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_008.flac	THE SUGAR THE SUGAR WATER IS WEIGHS ONE HUNDRED GRAMS WEIGHS THE FIFTY MILLILITERS OF THE SUGAR WATER WEIGHS ONE HUNDRED POUNDS AND FIFTY MILLILITERS OF	child	not_given	not_given	17.0503125
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_009.flac	THE FIFTY MILLILITERS OF WATER SUGAR WATER WEIGHS ONE HUNDRED GRAMS THE EPSOM SALT SALT WATER IS WEIGH FORTY GRAMS AND THE CITRIC ACID SIXTY SEVEN GRAMS WEIGHS SIXTY SEVEN	child	not_given	not_given	19.7030625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_010.flac	I DON'T KNOW	child	not_given	not_given	1.3536875
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_012.flac	I HAVE NO IDEA	child	not_given	not_given	1.8495625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_013.flac	THE WATER LEVEL RISE	child	not_given	not_given	2.14375
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_014.flac	I HAVE NO IDEA	child	not_given	not_given	1.451
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_015.flac	OF WATER THE FIFTY MILLILITERS OF WATER WEIGHS LESS THAN WEIGHS LESS THAN THE FIFTY MILLILITERS OF WATER WHEN IT FINISHES SATURATING THE THE I DON'T KNOW	child	not_given	not_given	23.9709375
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_016.flac	THE SEA LEVEL RISES I TOLD YOU	child	not_given	not_given	2.786
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_017.flac	I DON'T KNOW WHAT DO YOU THINK	child	not_given	not_given	4.70025
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_019.flac	ONE OF THOSE LITTLE THE CITRIC ACID ARE FEATHER FLY CLEAR	child	not_given	not_given	6.3685
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_022.flac	THERE'S SOME WATER CRYSTAL	child	not_given	not_given	1.5903125
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_023.flac	THAT IT TELLS US WHAT'S IN IT	child	not_given	not_given	6.4906875
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_024.flac	SINCE BOTH SALT IS SPIKING NEEDLE LIKE CLEAR WHITE	child	not_given	not_given	4.7190625
12019c	myst_012019_2013-12-17_13-13-42_MX_3.2_025.flac	SALT	child	not_given	not_given	1.6096875
12019c	myst_012019_2013-12-20_09-36-41_MX_4.1_002.flac	SOMETHING	child	not_given	not_given	1.3165
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_001.flac	GOOD	child	not_given	not_given	1.0
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_003.flac	UM THE WATER AND THE WATER ARE MIXING TOGETHER AND THEY ARE MAKING A SOLUTION HUH	child	not_given	not_given	15.753375
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_004.flac	I DON'T KNOW	child	not_given	not_given	2.6041875
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_005.flac	SOLVENTS	child	not_given	not_given	1.59375
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_006.flac	I THINK THE UM SALT AND WATER MIXTURE IS DIFFERENT THAN THE SAND AND AND WATER MIXTURE BECAUSE THE SALT DISSOLVES AND THE SAND DOESN'T	child	not_given	not_given	9.9984375
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_007.flac	THE UM SALT UM DISSOLVED INTO THE WATER AND IT'S STILL PART OF THE WATER IT'S IMPORTANT BECAUSE IT'S STILL IN THE WATER	child	not_given	not_given	11.4850625
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_008.flac	I DON'T KNOW	child	not_given	not_given	2.58375
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_009.flac	MATERIAL IS GRAPE FANTASTIC THING	child	not_given	not_given	2.5713125
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_010.flac	SOLUTION	child	not_given	not_given	1.3815625
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_011.flac	THE SALT	child	not_given	not_given	1.8179375
12020c	myst_012020_2013-11-14_10-51-26_MX_1.2_012.flac	DOES THE WATER AND IT THE SOLUTE DISSOLVE IN IT	child	not_given	not_given	8.0565
