client_id	path	sentence	age	gender	accents	duration
184a	common_voice_en_19524811.wav	Despite the tantalizing possibilities, Laws hedges his bets and never cuts loose.	adult	female_feminine	Southern African (South Africa, Zimbabwe, Namibia)	8.304
187a	common_voice_en_19939820.wav	Spain qualified a men's and a women's team.	adult	female_feminine		5.28
191a	common_voice_en_18151607.wav	For example, Colombia, Chile, Argentina and Venezuela.	adult	female_feminine		4.464
208a	common_voice_en_17291279.wav	What shall I do?	adult	female_feminine	United States English	2.544
215a	common_voice_en_22305796.wav	yes	adult	female_feminine	Hong Kong English	2.424
221a	common_voice_en_37318416.wav	"The word was believed to be Koori for ""Rainbow""."	adult	female_feminine		4.644
239a	common_voice_en_20282120.wav	Though damage will be caused to some archaeological heritage, important projects are implemented anyway.	adult	female_feminine		9.168
241a	common_voice_en_38016546.wav	She lived in Alexandria where she completed studying.	adult	female_feminine		3.996
242a	common_voice_en_17839501.wav	Roll the dice, please.	adult	female_feminine	United States English	3.84
244a	common_voice_en_38289253.wav	His death alone will soothe the wrath of the offended deity.	adult	female_feminine		5.796
245a	common_voice_en_22975991.wav	There are two gyms and an indoor pool.	adult	female_feminine	United States English	5.304
254a	common_voice_en_25659718.wav	The hero who kisses old ladies and dogs and was kind to everybody.	adult	female_feminine	United States English	8.496
262a	common_voice_en_36460460.wav	What I long for is the right to love.	adult	female_feminine		3.168
269a	common_voice_en_17331555.wav	Will you marry me?	adult	female_feminine	Welsh English	2.328
270a	common_voice_en_38420003.wav	I order you to serve out the guns.	adult	female_feminine	United States English	3.276
275a	common_voice_en_18534646.wav	Good point! well made.	adult	female_feminine		4.296
277a	common_voice_en_37698584.wav	They are messengers of the Great Sun himself.	adult	female_feminine		6.408
291a	common_voice_en_37451535.wav	Many restaurants and nightclubs offer live entertainment on the weekends.	adult	female_feminine		8.28
294a	common_voice_en_17895168.wav	What do you want of me?	adult	female_feminine	United States English	2.16
295a	common_voice_en_17352219.wav	Where are the others?	adult	female_feminine	United States English	2.856
296a	common_voice_en_17673745.wav	Wrestling, boxing and karate are well-known examples for martial arts.	adult	female_feminine		6.576
297a	common_voice_en_18733382.wav	Proceeds go to the town's athletic programs.	adult	female_feminine	England English	6.384
317a	common_voice_en_31367786.wav	The company manufactured health and skin care products made from rooibos extract.	adult	female_feminine		7.308
328a	common_voice_en_22335218.wav	Seth continues to deteriorate, losing body parts and becoming less human in appearance.	adult	female_feminine		6.072
336a	common_voice_en_39764879.wav	The legislation was a failure for a number of reasons.	adult	female_feminine	Latin American accent influenced by American English 	3.816
338a	common_voice_en_26408640.wav	The town is served by the Gorno-Altaysk Airport.	adult	female_feminine		5.328
345a	common_voice_en_551456.wav	Jim became head of the draft board.	adult	female_feminine	United States English	6.84
350a	common_voice_en_35016253.wav	A series of pathways lead to it.	adult	female_feminine		4.896
353a	common_voice_en_22181000.wav	Hey	adult	female_feminine	United States English	3.288
364a	common_voice_en_20172863.wav	There is the interplay of personified forces of nature like winds and rivers.	adult	female_feminine		9.216
366a	common_voice_en_32123928.wav	She is working on the third book in the mystery series.	adult	female_feminine		5.904
369a	common_voice_en_19935427.wav	The fan received a signed team jersey.	adult	female_feminine	United States English	4.608
374a	common_voice_en_38785822.wav	The villains wore their hats much slouched.	adult	female_feminine		5.724
377a	common_voice_en_31638031.wav	While he sings the song the video cuts back and forth between several scenes.	adult	female_feminine		6.696
388a	common_voice_en_37710566.wav	These names may stem from High German and come from Eschwege's original Germanic name.	adult	female_feminine		6.876
389a	common_voice_en_20848164.wav	Despite Markus's defiance, Viktor orders that William be imprisoned in a secret location forever.	adult	female_feminine	United States English	7.944
391a	common_voice_en_20972098.wav	Brazilian Rock band Swianne currently perform the song regularly in their concerts.	adult	female_feminine		6.072
393a	common_voice_en_19985202.wav	The Football Association entered a Great Britain national amateur team to represent Great Britain.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	8.28
395a	common_voice_en_17455874.wav	Unfortunately, nobody can warrant that the sanctions will have an effect on the community.	adult	female_feminine	Southern African (South Africa, Zimbabwe, Namibia)	6.24
403a	common_voice_en_17859625.wav	Well, you shouldn't have any trouble then.	adult	female_feminine	United States English	3.096
405a	common_voice_en_38213328.wav	Strange joined the singers after having appeared at a rodeo in Prescott, Arizona.	adult	female_feminine		6.876
407a	common_voice_en_36305046.wav	They said that they were forcefully vaccinated.	adult	female_feminine	Singaporean English,Thai English	4.86
411a	common_voice_en_19706318.wav	And that ... will be the ultimate mistake.	adult	female_feminine		4.128
413a	common_voice_en_38189490.wav	There is a symbolic myth behind commemorating Krishna as well.	adult	female_feminine		5.976
418a	common_voice_en_26351936.wav	Thirlwell was born in Melbourne, Australia.	adult	female_feminine		4.968
421a	common_voice_en_35363363.wav	The honeydew can rain down on neighboring and understory plants.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	4.536
425a	common_voice_en_39094367.wav	She is married to Roch Frey.	adult	female_feminine		2.916
431a	common_voice_en_17453538.wav	"See, said Sarah, ""that is my brother."""	adult	female_feminine	United States English	3.6
433a	common_voice_en_22301632.wav	seven	adult	female_feminine	Hong Kong English	2.544
435a	common_voice_en_31266588.wav	Many bear one to many empty appendages.	adult	female_feminine		3.816
436a	common_voice_en_4561565.wav	Slide the bill between the two leaves.	adult	female_feminine	United States English	6.336
461a	common_voice_en_22111817.wav	eight	adult	female_feminine		7.248
475a	common_voice_en_39018431.wav	It is available by subscription only.	adult	female_feminine		4.356
476a	common_voice_en_18707945.wav	They have two children, Erik and Alexandra.	adult	female_feminine	United States English	4.416
478a	common_voice_en_39015262.wav	When he's sad or touched, he makes a mechanical, catching noise in his throat.	adult	female_feminine		7.956
484a	common_voice_en_21481329.wav	Yes, and you should hear Steve play the pipes.	adult	female_feminine		4.728
490a	common_voice_en_159722.wav	We couldn't make it in a week!	adult	female_feminine	United States English	4.344
496a	common_voice_en_20631954.wav	An elegant ball takes place on Christmas Eve.	adult	female_feminine	England English	4.704
508a	common_voice_en_17350425.wav	What on earth are you rambling about?	adult	female_feminine	England English	3.744
509a	common_voice_en_20263456.wav	Other attractions include the nearby town of Douglas, Saugatuck's sister city.	adult	female_feminine	England English	7.632
511a	common_voice_en_22190565.wav	zero	adult	female_feminine		4.68
517a	common_voice_en_37179552.wav	Some Sisters who remained became martyrs.	adult	female_feminine		5.616
528a	common_voice_en_17682905.wav	Are you still using your computer for the research?	adult	female_feminine		3.624
530a	common_voice_en_17627636.wav	Sorry, the test period expired.	adult	female_feminine	United States English	2.112
538a	common_voice_en_17328123.wav	Tyler, Lucy, Michelle, we're going to space!	adult	female_feminine		8.448
540a	common_voice_en_17354592.wav	The more you stir, the more it stinks.	adult	female_feminine		3.864
556a	common_voice_en_17916879.wav	The fan whirled its round blades softly.	adult	female_feminine		4.704
562a	common_voice_en_25021926.wav	The measure was ultimately defeated.	adult	female_feminine		4.716
582a	common_voice_en_21374777.wav	Such ignominy can never be wiped away.	adult	female_feminine	United States English	4.944
586a	common_voice_en_39062482.wav	No tsunami was associated with this event.	adult	female_feminine		3.636
589a	common_voice_en_17621648.wav	What game do you want to play?	adult	female_feminine		3.48
591a	common_voice_en_19769662.wav	The respectable young Englishmen she met at the latter did not appeal to her.	adult	female_feminine	United States English	6.456
593a	common_voice_en_19704669.wav	In that assembly he served several terms as speaker.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.76
594a	common_voice_en_18237617.wav	Writing, the best memory.	adult	female_feminine	United States English	3.816
600a	common_voice_en_39017482.wav	He got his way.	adult	female_feminine		2.592
603a	common_voice_en_26675808.wav	It isn't theatrical!	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	2.988
606a	common_voice_en_36765761.wav	Key, Short, and Foster feed into Gunn.	adult	female_feminine		5.184
608a	common_voice_en_26790804.wav	He was, however, found guilty of one count of endangerment in a split verdict.	adult	female_feminine		9.252
611a	common_voice_en_22300294.wav	seven	adult	female_feminine		3.192
613a	common_voice_en_36544758.wav	"Firstly, Rich began working on the lyric for ""Run to You""."	adult	female_feminine		5.94
619a	common_voice_en_19685105.wav	When the crash happened, Johnson's scalp was nearly sheared off.	adult	female_feminine	England English	5.28
620a	common_voice_en_25179892.wav	On the east side is the west doorway of the nave.	adult	female_feminine		4.176
630a	common_voice_en_39016776.wav	This, however, was not the end for the branch.	adult	female_feminine		5.148
631a	common_voice_en_17677738.wav	What do you mean?	adult	female_feminine	New Zealand English	1.992
634a	common_voice_en_39965220.wav	It is part of the Pittsburgh Metropolitan Area.	adult	female_feminine	United States English	6.336
637a	common_voice_en_17576198.wav	Well, the merry-go-round wasn't exactly spectacular.	adult	female_feminine	United States English	4.104
653a	common_voice_en_18366209.wav	Is that how your niece began?	adult	female_feminine	United States English	8.832
665a	common_voice_en_36486273.wav	Membership cannot be handed down to another person.	adult	female_feminine		7.128
666a	common_voice_en_24601943.wav	The current commercial sources of tocotrienol are rice and palm.	adult	female_feminine	United States English	7.632
691a	common_voice_en_19937101.wav	At the junction, the road's name changes to Morning Drive.	adult	female_feminine		4.944
699a	common_voice_en_30951482.wav	He then became an instructor at the zoology before joining Johns Hopkins University.	adult	female_feminine	Catalan	6.768
702a	common_voice_en_25884084.wav	It is a one way street in the Pergolese street, Marbeau street.	adult	female_feminine		7.56
705a	common_voice_en_37797910.wav	He finished in third place overall.	adult	female_feminine	Canadian English	3.996
710a	common_voice_en_19627215.wav	Its bloom period is July to October in North America.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.256
712a	common_voice_en_18396440.wav	We will be out of town for most of May.	adult	female_feminine	United States English	4.224
726a	common_voice_en_19735675.wav	It has got a temple dedicated to lord Vishnu who is worshipped as Bytrayappa.	adult	female_feminine		7.68
741a	common_voice_en_39815115.wav	Luna was a former employee of the restaurant.	adult	female_feminine	Welsh English,Shropshire	4.788
745a	common_voice_en_36326712.wav	There were three voters registered to other parties.	adult	female_feminine		4.608
746a	common_voice_en_37976442.wav	She was buried in Littleham, Exmouth.	adult	female_feminine	Australian English	3.96
747a	common_voice_en_38123782.wav	Bertie's boundaries have remained the same since then.	adult	female_feminine		6.516
748a	common_voice_en_17250431.wav	Vermicelli A trio, or musical piece for three voices or instruments.	adult	female_feminine	United States English	6.816
765a	common_voice_en_19936967.wav	Females are typically larger and more rufescent than the males.	adult	female_feminine		6.672
766a	common_voice_en_17258255.wav	They are very impressive, I will admit.	adult	female_feminine	United States English	4.2
778a	common_voice_en_19941683.wav	This includes sessions at colleges, high schools, and the state's three law schools.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	7.008
788a	common_voice_en_31649071.wav	He is responsible for the administration and the operational control of the Jamaican military.	adult	female_feminine		8.496
791a	common_voice_en_38620500.wav	He has also written short stories and poetry.	adult	female_feminine	United States English	5.94
797a	common_voice_en_37976915.wav	Each student is trained to develop confidence and teamwork skills.	adult	female_feminine		6.48
806a	common_voice_en_18136844.wav	They felt that the salesman had lied to them.	adult	female_feminine		5.16
817a	common_voice_en_20981171.wav	The investment turned out to be a fraud.	adult	female_feminine		6.096
832a	common_voice_en_37382615.wav	Malapert was born at Mons.	adult	female_feminine		3.42
834a	common_voice_en_17895301.wav	The cleat sank deeply into the soft turf.	adult	female_feminine	United States English	5.952
838a	common_voice_en_17396116.wav	Why do you think awkward silences make us so uncomfortable?	adult	female_feminine	United States English	4.656
846a	common_voice_en_26233296.wav	As for the Marines, they are the armed branch of the World Government.	adult	female_feminine		6.588
850a	common_voice_en_540956.wav	I'm going to them.	adult	female_feminine	England English	2.928
853a	common_voice_en_17268767.wav	Oh, what is it?	adult	female_feminine	United States English	5.256
856a	common_voice_en_39663913.wav	Newberry Caldera has many nature, ecological, and adventure tourism opportunities.	adult	female_feminine		8.82
857a	common_voice_en_21195578.wav	Today, Stewartby parish also includes Kempston Hardwick.	adult	female_feminine		5.016
858a	common_voice_en_19489627.wav	For weeks, Greenberg slept upright, the only way to tolerate the excruciating headaches.	adult	female_feminine		6.912
860a	common_voice_en_39094658.wav	He thus withdraws his request.	adult	female_feminine		3.312
866a	common_voice_en_17790827.wav	As an approximation, we use a multivariate Gaussian distribution.	adult	female_feminine	Australian English	6.264
869a	common_voice_en_19485661.wav	Governments have no right to question the loyalty of those who oppose them.	adult	female_feminine	Irish English	2.664
874a	common_voice_en_20331229.wav	She was fluent in Polish, Czech, Russian, French, and Greek.	adult	female_feminine		4.896
876a	common_voice_en_40117194.wav	Walter's parents were pioneering missionaries in China.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	6.516
877a	common_voice_en_19736952.wav	There is a proposal to add an additional stop at East Greenwich, Rhode Island.	adult	female_feminine	England English	5.616
886a	common_voice_en_26830417.wav	From the Cradle has prompted a wide range of critical response.	adult	female_feminine		6.048
890a	common_voice_en_17627093.wav	If you do not have your ticket, I cannot let you in.	adult	female_feminine	England English	3.648
890a	common_voice_en_17627160.wav	What time was it?	adult	female_feminine	England English	2.808
892a	common_voice_en_551373.wav	Many people in white shirts are walking down a street	adult	female_feminine		4.536
892a	common_voice_en_551377.wav	A woman works the counter of a carnival game	adult	female_feminine		6.576
902a	common_voice_en_18854895.wav	The county seat is Prineville.	adult	female_feminine		4.704
902a	common_voice_en_18854899.wav	There is no public transportation in Barkhamsted.	adult	female_feminine		5.664
908a	common_voice_en_17309549.wav	Shall I meet you in the concourse then?	adult	female_feminine	United States English	4.536
908a	common_voice_en_17309593.wav	If you do not have your ticket, I cannot let you in.	adult	female_feminine	United States English	4.728
909a	common_voice_en_19948136.wav	She arrived Hong Kong with her younger brother when she was five.	adult	female_feminine		9.168
909a	common_voice_en_19948140.wav	Born to Russian Jewish immigrants.	adult	female_feminine		5.064
920a	common_voice_en_18257271.wav	The tracking reference did not work.	adult	female_feminine		3.864
920a	common_voice_en_18257276.wav	What is she to do?	adult	female_feminine		3.144
925a	common_voice_en_19058127.wav	Crops raised included coffee and cotton.	adult	female_feminine	United States English	9.144
925a	common_voice_en_19058131.wav	To their surprise, they received an apology.	adult	female_feminine	United States English	5.016
927a	common_voice_en_39750688.wav	Dwyer studied acting with Youth Theatre.	adult	female_feminine	Eastern European English,bulgarian english	4.536
927a	common_voice_en_39750720.wav	Arsenite minerals are much less common.	adult	female_feminine	Eastern European English,bulgarian english	6.48
940a	common_voice_en_31611581.wav	He returned to Samoa in late July.	adult	female_feminine		4.176
940a	common_voice_en_31611583.wav	This helps direct visual observation of the interiors.	adult	female_feminine		5.796
949a	common_voice_en_39039231.wav	"Anthony was the editor of ""The Wittenburg Door"", a magazine of Christian satire."	adult	female_feminine		6.3
949a	common_voice_en_39043506.wav	The Lummi developed a fishing technique known as reef netting.	adult	female_feminine		4.068
951a	common_voice_en_23719016.wav	This is where the current pledge record for the station was established.	adult	female_feminine		9.816
951a	common_voice_en_23719019.wav	She and Leo wind up together.	adult	female_feminine		4.512
958a	common_voice_en_514622.wav	Its easier to endure the cold if you have a warm drink in the belly.	adult	female_feminine	United States English	7.968
958a	common_voice_en_514623.wav	Too young or too old?	adult	female_feminine	United States English	1.968
963a	common_voice_en_19621124.wav	The school has discounts for siblings and early payments.	adult	female_feminine		6.384
963a	common_voice_en_19621137.wav	The eggs float freely with the currents until hatching.	adult	female_feminine		6.336
967a	common_voice_en_28458839.wav	She thought he was getting away from Miriam.	adult	female_feminine	United States English	4.572
967a	common_voice_en_28458841.wav	Jesus is More than a Carpenter	adult	female_feminine	United States English	3.924
971a	common_voice_en_21367754.wav	The Second Boer War Battle of Modder River took place here.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	6.456
971a	common_voice_en_21367755.wav	The inhabitants would have preferred to remain as independent municipalities.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.904
972a	common_voice_en_641104.wav	Zora, can you teach me how to yodel?	adult	female_feminine	England English	5.976
972a	common_voice_en_641105.wav	The wharf could be seen at the farther shore.	adult	female_feminine	England English	4.464
975a	common_voice_en_19937271.wav	"Tilak's son, Devdatt Narayan Tilak, edited and published the epic poem ""Christayana""."	adult	female_feminine	Scottish English	8.952
975a	common_voice_en_19937319.wav	Problems with the new treaty soon arose.	adult	female_feminine	Scottish English	3.84
976a	common_voice_en_23896967.wav	After their release they moved to Toronto.	adult	female_feminine		5.304
976a	common_voice_en_23896971.wav	The headquarters of the Communist League also moved to London.	adult	female_feminine		6.744
977a	common_voice_en_19373305.wav	The headquarters were located at Eagle Base in the town of Tuzla.	adult	female_feminine		7.08
977a	common_voice_en_19373318.wav	Open halfspaces are such examples.	adult	female_feminine		4.608
979a	common_voice_en_19988809.wav	The crater Puiseux on the Moon is named after him.	adult	female_feminine	United States English	5.088
979a	common_voice_en_19988815.wav	"Also see: ""Pickens County Courthouse""."	adult	female_feminine	United States English	4.536
986a	common_voice_en_17285889.wav	I suspect this may be someone new making themselves known.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.208
986a	common_voice_en_17285890.wav	Eggs, milk and flour are the main ingredients of pancakes.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.472
991a	common_voice_en_31684476.wav	The Bonnie Oaks Historic District consists of fifteen structures and one archaeological site.	adult	female_feminine		9.396
993a	common_voice_en_22469599.wav	Through his marriage to Martin, Betz had a stepdaughter, Rio.	adult	female_feminine		5.664
993a	common_voice_en_22469604.wav	We want only quality tourists, not a big volume.	adult	female_feminine		4.584
995a	common_voice_en_17679459.wav	Oh no, my bunny broke out of its cage!	adult	female_feminine	United States English	4.608
995a	common_voice_en_17679460.wav	She was beautiful from behind, but he couldn't see her face yet.	adult	female_feminine	United States English	5.664
996a	common_voice_en_18304023.wav	Please consult your physician if you experience any side effects.	adult	female_feminine		4.992
996a	common_voice_en_18304024.wav	Advertisements are rarely hosted by the same web server as the actual content.	adult	female_feminine		5.736
998a	common_voice_en_35473863.wav	Copies of everything produced had to be made by hand.	adult	female_feminine		4.5
1002a	common_voice_en_30406491.wav	Brazil won the event.	adult	female_feminine		3.744
1002a	common_voice_en_30406494.wav	This species are on the wing from July to April.	adult	female_feminine		6.012
1004a	common_voice_en_18395045.wav	A symphony.	adult	female_feminine		1.848
1004a	common_voice_en_18395049.wav	The concert was loud enough for everyone in the city to hear.	adult	female_feminine		4.344
1013a	common_voice_en_37428938.wav	It is endemic to the southwest of Madagascar.	adult	female_feminine		4.788
1013a	common_voice_en_37429748.wav	Did he mention her name?	adult	female_feminine		3.564
1024a	common_voice_en_39567960.wav	The system was repealed when Congress returned only a few months later.	adult	female_feminine	West Indies and Bermuda (Bahamas, Bermuda, Jamaica, Trinidad)	5.328
1025a	common_voice_en_23863783.wav	The only president under this system was Mengistu Haile-Mariam.	adult	female_feminine	United States English	7.416
1025a	common_voice_en_23863814.wav	He played two seasons with the Hawks.	adult	female_feminine	United States English	3.144
1035a	common_voice_en_18758345.wav	It is situated on the seafront in Bangor, County Down, Northern Ireland.	adult	female_feminine	United States English	7.752
1035a	common_voice_en_18758347.wav	In that case, there exists an odd Darboux Theorem.	adult	female_feminine	United States English	8.208
1036a	common_voice_en_18754521.wav	It was built on land formerly held by the Macfadzeans.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.496
1036a	common_voice_en_18754523.wav	The rural population saw the old religious order in danger.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	4.896
1037a	common_voice_en_26523110.wav	I am all against anything that interferes with my sleep.	adult	female_feminine		4.788
1037a	common_voice_en_26523112.wav	Confetti can be made in many forms using several different ingredients.	adult	female_feminine		4.248
1041a	common_voice_en_17279811.wav	Thank you, just the same.	adult	female_feminine	United States English	6.024
1041a	common_voice_en_17279812.wav	Bacon, pancakes and maple syrup is a hearty start to any day.	adult	female_feminine	United States English	7.656
1042a	common_voice_en_37016753.wav	Some common side effects include fever, pain around the injection site, and muscle aches.	adult	female_feminine		8.82
1042a	common_voice_en_37016755.wav	He then took Lana to Smallville and helped her to re-bury Superman's remains.	adult	female_feminine		6.876
1066a	common_voice_en_18354220.wav	Nowadays, we have fewer but larger farms.	adult	female_feminine	England English	4.656
1066a	common_voice_en_18354223.wav	Jacqueline has an ulcer on her bottom lip.	adult	female_feminine	England English	3.816
1078a	common_voice_en_561897.wav	Men think and plan and sometimes act.	adult	female_feminine	United States English	4.2
1078a	common_voice_en_561898.wav	A colleague of mine is from West Virginia.	adult	female_feminine	United States English	3.216
1084a	common_voice_en_27386231.wav	The Merry-Go-Round is owned by the East Bay Regional Park District.	adult	female_feminine		5.328
1084a	common_voice_en_27386232.wav	A portrait of Houghton hangs in the chamber of the Michigan House of Representatives.	adult	female_feminine		8.928
1089a	common_voice_en_19738882.wav	Let me explain to you.	adult	female_feminine		7.176
1089a	common_voice_en_19738885.wav	This approach often uses other media and breaks accepted conventions and practices.	adult	female_feminine		9.648
1099a	common_voice_en_17855187.wav	The race was finished in just thirty nine minutes, beating all expectations.	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	5.184
1099a	common_voice_en_17855188.wav	What did you say your name was?	adult	female_feminine	India and South Asia (India, Pakistan, Sri Lanka)	3.456
1100a	common_voice_en_17730429.wav	Oh man, I think I got friend-zoned once again.	adult	female_feminine		7.728
1100a	common_voice_en_17730430.wav	Are you in pain?	adult	female_feminine		2.616
1105a	common_voice_en_18514959.wav	Do you know if there is a car park nearby?	adult	female_feminine	United States English	4.296
1105a	common_voice_en_18514961.wav	When you say 'No, sir,' do you mean 'Yes, sir'?	adult	female_feminine	United States English	4.104
1122a	common_voice_en_33290227.wav	Matt Currie and Ben Muncaster were also invited to train with the squad.	adult	female_feminine		7.2
1122a	common_voice_en_33290229.wav	The Cambrian Line running west from Shrewsbury reaches the coast at Machynlleth.	adult	female_feminine		7.416
1126a	common_voice_en_19412457.wav	The involvement of Catherine Deneuve was instrumental in securing financing for the production.	adult	female_feminine		6.768
1126a	common_voice_en_19412461.wav	Luzira lies in Nakawa Division, one of the five administrative divisions of Kampala.	adult	female_feminine		7.008
1131a	common_voice_en_19708705.wav	They often graze on water plants in tropical seas.	adult	female_feminine	United States English	5.448
1131a	common_voice_en_19708707.wav	In total, Kirtley has played eleven One Day Internationals.	adult	female_feminine	United States English	5.712
1134a	common_voice_en_18211592.wav	Greediness burst the bag.	adult	female_feminine	United States English	4.632
1134a	common_voice_en_18211602.wav	Everyone should have the right to education.	adult	female_feminine	United States English	4.8
1136a	common_voice_en_36937895.wav	Among the tribes of the Upper Nile the medicine-men are generally the chiefs.	adult	female_feminine		7.02
1136a	common_voice_en_36937896.wav	He dwelt on a sacred mountain and acted as adviser to the king.	adult	female_feminine		6.156
1147a	common_voice_en_78527.wav	The boy continued to listen to his heart as they crossed the desert.	adult	female_feminine	United States English	6.504
1147a	common_voice_en_78528.wav	The city was still sleeping.	adult	female_feminine	United States English	3.24
1153a	common_voice_en_17840464.wav	A miss is as good as a mile.	adult	female_feminine	Australian English	3.24
1153a	common_voice_en_17840469.wav	Those people are kick-ass samba dancers!	adult	female_feminine	Australian English	3.168
1156a	common_voice_en_18165456.wav	If the cap fit, wear it.	adult	female_feminine	United States English	3.864
1156a	common_voice_en_18165461.wav	Our bitch had puppies, do you want one?	adult	female_feminine	United States English	3.336
1159a	common_voice_en_17271033.wav	Never to come on a green twig; not to get on in the world.	adult	female_feminine	United States English	5.904
1159a	common_voice_en_17271034.wav	Madam, this is the best brand of corn.	adult	female_feminine	United States English	4.656
1170a	common_voice_en_18093355.wav	The CEO of that Japanese company resigned.	adult	female_feminine		4.344
1170a	common_voice_en_18093359.wav	It seems Rahul had thought everything.	adult	female_feminine		4.224
1173a	common_voice_en_17391184.wav	Tell me whom you keep company with, and I' will tell you what you do.	adult	female_feminine	England English	5.136
1173a	common_voice_en_17391190.wav	C'mon, we need to turn on our GPS so we don't end up in the middle of nowhere.	adult	female_feminine	England English	4.8
1177a	common_voice_en_38518231.wav	Both parts have to deal with the consequences of gentrification.	adult	female_feminine	United States English	6.048
1177a	common_voice_en_38518233.wav	The point of this manoeuver was to weaken Black's kingside.	adult	female_feminine	United States English	6.48
1182a	common_voice_en_17426004.wav	The computer was going insane, it displayed garbled nonsense and then shut down.	adult	female_feminine	United States English	7.656
1182a	common_voice_en_17426006.wav	Oh my god, they killed Kenny!	adult	female_feminine	United States English	3.432
1192a	common_voice_en_19951112.wav	His face appears on the Jamaican one hundred dollar banknote.	adult	female_feminine	United States English	6.096
1192a	common_voice_en_19951114.wav	However, this was still short of the first film's gross.	adult	female_feminine	United States English	5.232
1195a	common_voice_en_39990785.wav	Receiving no support, Jack storms off alone to form his own tribe.	adult	female_feminine	United States English	5.796
